Country,Year,Value
Ireland,2021,27.2
Ireland,2010,8
Ireland,2011,7.1
Ireland,2012,6.6
Ireland,2013,6.8
Ireland,2014,6.7
Ireland,2015,5.4
Ireland,2016,5.3
Ireland,2017,5.3
Ireland,2018,5.3
Ireland,2019,4.9
Ireland,2020,4.9
Ireland,2021,5.1
Ireland,2010,7.1
Ireland,2011,6.1
Ireland,2012,6.2
Ireland,2013,6.3
Ireland,2014,6.1
Ireland,2015,6
Ireland,2016,6.1
Ireland,2017,5.9
Ireland,2018,5.7
Ireland,2019,5.4
Ireland,2020,5.4
Ireland,2021,5.4
Ireland,2010,1.3
Ireland,2011,1.2
Ireland,2012,1.2
Ireland,2013,1.2
Ireland,2014,1.2
Ireland,2015,1.1
Ireland,2016,1.1
Ireland,2017,1.1
Ireland,2018,1
Ireland,2019,0.9
Ireland,2020,0.9
Ireland,2021,0.8
Italy,2011,284.5
Italy,2012,289.7
Italy,2013,302.8
Italy,2014,323.3
Italy,2015,333.3
Italy,2016,343.2
Italy,2017,347.7
Italy,2018,352.2
Italy,2019,359.6
Italy,2020,369.2
Italy,2021,373.6
Italy,2022,375.1
Italy,2011,396
Italy,2012,372.2
Italy,2013,402.1
Italy,2014,429.5
Italy,2015,369.8
Italy,2016,379.9
Italy,2017,392.8
Italy,2018,416
Italy,2019,402.5
Italy,2020,421.7
Italy,2021,441.9
Italy,2022,395
Italy,2011,375
Italy,2012,387.4
Italy,2013,410.7
Italy,2014,437.1
Italy,2015,451.2
Italy,2016,489.9
Italy,2017,504
Italy,2018,517
Italy,2019,547.5
Italy,2020,570
Italy,2021,576.9
Italy,2022,607.5
Italy,2011,6.7
Italy,2012,6.3
Italy,2013,6.7
Italy,2014,7.1
Italy,2015,6.1
Italy,2016,6.3
Italy,2017,6.5
Italy,2018,6.9
Italy,2019,6.7
Italy,2020,7.1
Italy,2021,7.5
Italy,2022,6.7
Italy,2011,6.3
Italy,2012,6.5
Italy,2013,6.8
Italy,2014,7.2
Italy,2015,7.4
Italy,2016,8.1
Italy,2017,8.3
Italy,2018,8.6
Italy,2019,9.2
Italy,2020,9.6
Italy,2021,9.8
Italy,2022,10.3
Italy,2011,1.5
Italy,2012,1.5
Italy,2013,1.6
Italy,2014,1.6
Italy,2015,1.5
Italy,2016,1.5
Italy,2017,1.5
Italy,2018,1.6
Italy,2019,1.6
Italy,2020,1.6
Italy,2021,1.6
Italy,2022,1.5
Korea,2010,200847
Korea,2011,194869
Korea,2012,152919.7
Korea,2013,133036.2
Korea,2014,127839.8
Korea,2015,127385.5
Korea,2016,123930.9
Korea,2017,126933.9
Korea,2018,132278.2
Korea,2019,134990.7
Korea,2020,145065.4
Korea,2021,151300.6
Korea,2010,173.7
Korea,2011,175.8
Korea,2012,135.7
Korea,2013,121.5
Korea,2014,121.4
Korea,2015,112.6
Korea,2016,106.8
Korea,2017,112.2
Korea,2018,120.2
Korea,2019,115.8
Korea,2020,122.9
Korea,2021,132.3
Korea,2010,238.8
Korea,2011,228
Korea,2012,178.9
Korea,2013,153.1
Korea,2014,146.6
Korea,2015,148.6
Korea,2016,144.3
Korea,2017,145.5
Korea,2018,154.7
Korea,2019,157.6
Korea,2020,173.2
Korea,2021,177.1
Korea,2010,3.5
Korea,2011,3.5
Korea,2012,2.7
Korea,2013,2.4
Korea,2014,2.4
Korea,2015,2.2
Korea,2016,2.1
Korea,2017,2.2
Korea,2018,2.3
Korea,2019,2.2
Korea,2020,2.4
Korea,2021,2.6
Korea,2010,4.8
Korea,2011,4.6
Korea,2012,3.6
Korea,2013,3
Korea,2014,2.9
Korea,2015,2.9
Korea,2016,2.8
Korea,2017,2.8
Korea,2018,3
Korea,2019,3
Korea,2020,3.3
Korea,2021,3.4
Korea,2010,1
Korea,2011,0.9
Korea,2012,0.7
Korea,2013,0.6
Korea,2014,0.5
Korea,2015,0.5
Korea,2016,0.5
Korea,2017,0.5
Korea,2018,0.5
Korea,2019,0.4
Korea,2020,0.4
Korea,2021,0.4
Luxembourg,2010,3.4
Luxembourg,2011,3.3
Luxembourg,2012,3.5
Luxembourg,2013,3.7
Luxembourg,2014,3.6
Luxembourg,2015,3.6
Luxembourg,2016,3.7
Luxembourg,2017,3.6
Luxembourg,2018,3.6
Luxembourg,2019,3.6
Luxembourg,2020,3.6
Luxembourg,2021,3.4
Luxembourg,2022,3
Luxembourg,2010,4.5
Luxembourg,2011,4.6
Luxembourg,2012,4.5
Luxembourg,2013,4.9
Luxembourg,2014,4.8
Luxembourg,2015,4
Luxembourg,2016,4.1
Luxembourg,2017,4.1
Luxembourg,2018,4.3
Luxembourg,2019,4
Luxembourg,2020,4.1
Luxembourg,2021,4
Luxembourg,2022,3.2
Luxembourg,2010,3.7
Luxembourg,2011,3.7
Luxembourg,2012,3.9
Luxembourg,2013,4.1
Luxembourg,2014,4.1
Luxembourg,2015,4.1
Luxembourg,2016,4.3
Luxembourg,2017,4.2
Luxembourg,2018,4.3
Luxembourg,2019,4.2
Luxembourg,2020,4.2
Luxembourg,2021,4
Luxembourg,2022,3.6
Luxembourg,2010,9.6
Luxembourg,2011,9.6
Luxembourg,2012,9.2
Luxembourg,2013,9.7
Luxembourg,2014,9.4
Luxembourg,2015,7.7
Luxembourg,2016,7.7
Luxembourg,2017,7.6
Luxembourg,2018,7.8
Luxembourg,2019,7.2
Luxembourg,2020,7.3
Luxembourg,2021,7
Luxembourg,2022,5.4
Luxembourg,2010,7.8
Luxembourg,2011,7.6
Luxembourg,2012,7.9
Luxembourg,2013,8.1
Luxembourg,2014,8
Luxembourg,2015,7.9
Luxembourg,2016,8.2
Luxembourg,2017,7.9
Luxembourg,2018,7.8
Luxembourg,2019,7.6
Luxembourg,2020,7.4
Luxembourg,2021,6.9
Luxembourg,2022,6.2
Luxembourg,2010,1.8
Luxembourg,2011,1.7
Luxembourg,2012,1.8
Luxembourg,2013,1.9
Luxembourg,2014,1.9
Luxembourg,2015,1.9
Luxembourg,2016,1.9
Luxembourg,2017,1.8
Luxembourg,2018,1.8
Luxembourg,2019,1.7
Luxembourg,2020,1.7
Luxembourg,2021,1.4
Luxembourg,2022,1.2
Netherlands,2010,110.5
Netherlands,2011,96.6
Netherlands,2012,93.9
Netherlands,2013,93.9
Netherlands,2014,93.3
Netherlands,2010,146.4
Netherlands,2011,134.4
Netherlands,2012,120.7
Netherlands,2013,124.7
Netherlands,2014,123.9
Netherlands,2010,129.3
Netherlands,2011,115.5
Netherlands,2012,113.9
Netherlands,2013,117.7
Netherlands,2014,115.3
Netherlands,2010,8.8
Netherlands,2011,8.1
Netherlands,2012,7.2
Netherlands,2013,7.4
Netherlands,2014,7.3
Netherlands,2010,7.8
Netherlands,2011,6.9
Netherlands,2012,6.8
Netherlands,2013,7
Netherlands,2014,6.8
Netherlands,2010,2.1
Netherlands,2011,1.9
Netherlands,2012,2
Netherlands,2013,2.2
Netherlands,2014,2.2
New Zealand,2010,23.3
New Zealand,2011,18.2
New Zealand,2012,18.5
New Zealand,2013,14.4
New Zealand,2014,14.7
New Zealand,2015,14.1
New Zealand,2016,7.9
New Zealand,2017,12.1
New Zealand,2018,7.8
New Zealand,2019,7.3
New Zealand,2020,6.9
New Zealand,2021,8.1
New Zealand,2022,7.8
New Zealand,2010,16.8
New Zealand,2011,14.4
New Zealand,2012,15
New Zealand,2013,11.8
New Zealand,2014,12.2
New Zealand,2015,9.9
New Zealand,2016,5.5
New Zealand,2017,8.6
New Zealand,2018,5.4
New Zealand,2019,4.8
New Zealand,2020,4.5
New Zealand,2021,5.7
New Zealand,2022,5
New Zealand,2010,15.6
New Zealand,2011,12.3
New Zealand,2012,12.4
New Zealand,2013,10
New Zealand,2014,10.2
New Zealand,2015,9.6
New Zealand,2016,5.5
New Zealand,2017,8.5
New Zealand,2018,5.3
New Zealand,2019,5.1
New Zealand,2020,4.9
New Zealand,2021,5.5
New Zealand,2022,5.4
New Zealand,2010,3.9
New Zealand,2011,3.3
New Zealand,2012,3.4
New Zealand,2013,2.7
New Zealand,2014,2.7
New Zealand,2015,2.1
New Zealand,2016,1.2
New Zealand,2017,1.8
New Zealand,2018,1.1
New Zealand,2019,1
New Zealand,2020,0.9
New Zealand,2021,1.1
New Zealand,2022,1
New Zealand,2010,3.6
New Zealand,2011,2.8
New Zealand,2012,2.8
New Zealand,2013,2.2
New Zealand,2014,2.3
New Zealand,2015,2.1
New Zealand,2016,1.2
New Zealand,2017,1.8
New Zealand,2018,1.1
New Zealand,2019,1
New Zealand,2020,1
New Zealand,2021,1.1
New Zealand,2022,1.1
New Zealand,2010,3.1
New Zealand,2011,2.2
New Zealand,2012,2
New Zealand,2013,1.6
New Zealand,2014,1.5
New Zealand,2015,1.4
New Zealand,2016,0.7
New Zealand,2017,1
New Zealand,2018,0.6
New Zealand,2019,0.5
New Zealand,2020,0.4
New Zealand,2021,0.5
New Zealand,2022,0.4
Norway,2010,168
Norway,2011,166
Norway,2012,165
Norway,2013,167
Norway,2014,172
Norway,2015,174
Norway,2016,180
Norway,2017,183
Norway,2018,186
Norway,2019,202
Norway,2020,206
Norway,2021,208
Norway,2022,225
Norway,2010,27.8
Norway,2011,29.6
Norway,2012,28.4
Norway,2013,28.4
Norway,2014,27.3
Norway,2015,21.6
Norway,2016,21.4
Norway,2017,22.1
Norway,2018,22.9
Norway,2019,23
Norway,2020,21.9
Norway,2021,24.2
Norway,2022,23.4
Norway,2010,18.4
Norway,2011,18.3
Norway,2012,18.3
Norway,2013,18.5
Norway,2014,18.5
Norway,2015,17.5
Norway,2016,17.9
Norway,2017,18.8
Norway,2018,19.4
Norway,2019,21
Norway,2020,20.9
Norway,2021,21.9
Norway,2022,21
Norway,2010,5.7
Norway,2011,6
Norway,2012,5.7
Norway,2013,5.6
Norway,2014,5.3
Norway,2015,4.2
Norway,2016,4.1
Norway,2017,4.2
Norway,2018,4.3
Norway,2019,4.3
Norway,2020,4.1
Norway,2021,4.5
Norway,2022,4.3
Norway,2010,3.8
Norway,2011,3.7
Norway,2012,3.6
Norway,2013,3.6
Norway,2014,3.6
Norway,2015,3.4
Norway,2016,3.4
Norway,2017,3.6
Norway,2018,3.7
Norway,2019,3.9
Norway,2020,3.9
Norway,2021,4
Norway,2022,3.9
Norway,2010,0.9
Norway,2011,0.9
Norway,2012,0.9
Norway,2013,0.9
Norway,2014,0.8
Norway,2015,0.8
Norway,2016,0.7
Norway,2017,0.7
Norway,2018,0.7
Norway,2019,0.7
Norway,2020,0.7
Norway,2021,0.6
Norway,2022,0.6
Portugal,2010,34.4
Portugal,2011,31.4
Portugal,2012,29.4
Portugal,2013,30.1
Portugal,2014,30.4
Portugal,2015,31.5
Portugal,2016,32.5
Portugal,2017,32.8
Portugal,2018,34.2
Portugal,2019,36
Portugal,2020,37.8
Portugal,2021,38.2
Portugal,2022,39
Portugal,2010,45.6
Portugal,2011,43.6
Portugal,2012,37.8
Portugal,2013,40
Portugal,2014,40.4
Portugal,2015,35
Portugal,2016,36
Portugal,2017,37
Portugal,2018,40.4
Portugal,2019,40.3
Portugal,2020,43.1
Portugal,2021,45.1
Portugal,2022,41.1
Portugal,2010,55.2
Portugal,2011,50.3
Portugal,2012,48.6
Portugal,2013,51.6
Portugal,2014,52.5
Portugal,2015,53.9
Portugal,2016,57
Portugal,2017,56.9
Portugal,2018,59.8
Portugal,2019,64.4
Portugal,2020,67.8
Portugal,2021,67.2
Portugal,2022,70.9
Portugal,2010,4.3
Portugal,2011,4.1
Portugal,2012,3.6
Portugal,2013,3.8
Portugal,2014,3.9
Portugal,2015,3.4
Portugal,2016,3.5
Portugal,2017,3.6
Portugal,2018,3.9
Portugal,2019,3.9
Portugal,2020,4.2
Portugal,2021,4.4
Portugal,2022,4
Portugal,2010,5.2
Portugal,2011,4.8
Portugal,2012,4.6
Portugal,2013,4.9
Portugal,2014,5.1
Portugal,2015,5.2
Portugal,2016,5.5
Portugal,2017,5.5
Portugal,2018,5.8
Portugal,2019,6.3
Portugal,2020,6.6
Portugal,2021,6.5
Portugal,2022,6.8
Portugal,2010,1.1
Portugal,2011,1.1
Portugal,2012,1.1
Portugal,2013,1.2
Portugal,2014,1.3
Portugal,2015,1.3
Portugal,2016,1.3
Portugal,2017,1.3
Portugal,2018,1.3
Portugal,2019,1.3
Portugal,2020,1.3
Portugal,2021,1.3
Portugal,2022,1.2
Slovak Republic,2010,15.2
Slovak Republic,2011,15.4
Slovak Republic,2012,14
Slovak Republic,2013,15.2
Slovak Republic,2014,15
Slovak Republic,2015,15
Slovak Republic,2016,21.9
Slovak Republic,2017,22
Slovak Republic,2018,22.2
Slovak Republic,2019,23
Slovak Republic,2020,24.3
Slovak Republic,2021,24.3
Slovak Republic,2010,20.1
Slovak Republic,2011,21.4
Slovak Republic,2012,18
Slovak Republic,2013,20.2
Slovak Republic,2014,19.9
Slovak Republic,2015,16.6
Slovak Republic,2016,24.2
Slovak Republic,2017,24.9
Slovak Republic,2018,26.2
Slovak Republic,2019,25.8
Slovak Republic,2020,27.8
Slovak Republic,2021,28.8
Slovak Republic,2010,30.2
Slovak Republic,2011,30.4
Slovak Republic,2012,27.8
Slovak Republic,2013,30.9
Slovak Republic,2014,30.9
Slovak Republic,2015,30.4
Slovak Republic,2016,43.5
Slovak Republic,2017,42.6
Slovak Republic,2018,42.2
Slovak Republic,2019,44.4
Slovak Republic,2020,46.8
Slovak Republic,2021,45.6
Slovak Republic,2010,3.7
Slovak Republic,2011,4
Slovak Republic,2012,3.3
Slovak Republic,2013,3.7
Slovak Republic,2014,3.7
Slovak Republic,2015,3.1
Slovak Republic,2016,4.5
Slovak Republic,2017,4.6
Slovak Republic,2018,4.8
Slovak Republic,2019,4.7
Slovak Republic,2020,5.1
Slovak Republic,2021,5.3
Slovak Republic,2010,5.6
Slovak Republic,2011,5.6
Slovak Republic,2012,5.1
Slovak Republic,2013,5.7
Slovak Republic,2014,5.7
Slovak Republic,2015,5.6
Slovak Republic,2016,8
Slovak Republic,2017,7.8
Slovak Republic,2018,7.7
Slovak Republic,2019,8.1
Slovak Republic,2020,8.6
Slovak Republic,2021,8.4
Slovak Republic,2010,1.4
Slovak Republic,2011,1.4
Slovak Republic,2012,1.3
Slovak Republic,2013,1.2
Slovak Republic,2014,1.1
Slovak Republic,2015,1.1
Slovak Republic,2016,1.4
Slovak Republic,2017,1.4
Slovak Republic,2018,1.4
Slovak Republic,2019,1.3
Slovak Republic,2020,1.5
Slovak Republic,2021,1.4
Spain,2010,99
Spain,2011,84.9
Spain,2012,79.1
Spain,2013,80.7
Spain,2014,84.4
Spain,2015,82.9
Spain,2016,85.9
Spain,2017,88.5
Spain,2018,92.7
Spain,2019,96.9
Spain,2020,100.5
Spain,2021,103.4
Spain,2022,104.9
Spain,2010,131.3
Spain,2011,118.1
Spain,2012,101.6
Spain,2013,107.2
Spain,2014,112.1
Spain,2015,91.9
Spain,2016,95.1
Spain,2017,100
Spain,2018,109.4
Spain,2019,108.5
Spain,2020,114.8
Spain,2021,122.3
Spain,2022,110.5
Spain,2010,136.2
Spain,2011,118.8
Spain,2012,113.8
Spain,2013,119.6
Spain,2014,127.4
Spain,2015,124.6
Spain,2016,133.7
Spain,2017,140.4
Spain,2018,146.7
Spain,2019,158.1
Spain,2020,161.8
Spain,2021,165.2
Spain,2022,175.9
Spain,2010,2.8
Spain,2011,2.5
Spain,2012,2.2
Spain,2013,2.3
Spain,2014,2.4
Spain,2015,2
Spain,2016,2
Spain,2017,2.1
Spain,2018,2.3
Spain,2019,2.3
Spain,2020,2.4
Spain,2021,2.6
Spain,2022,2.3
Spain,2010,2.9
Spain,2011,2.5
Spain,2012,2.4
Spain,2013,2.6
Spain,2014,2.7
Spain,2015,2.7
Spain,2016,2.9
Spain,2017,3
Spain,2018,3.1
Spain,2019,3.4
Spain,2020,3.4
Spain,2021,3.5
Spain,2022,3.7
Spain,2010,0.7
Spain,2011,0.7
Spain,2012,0.7
Spain,2013,0.8
Spain,2014,0.7
Spain,2015,0.7
Spain,2016,0.7
Spain,2017,0.7
Spain,2018,0.5
Spain,2019,0.5
Spain,2020,0.5
Spain,2021,0.5
Spain,2022,0.5
Sweden,2010,430
Sweden,2011,403
Sweden,2012,393
Sweden,2013,411
Sweden,2014,419.1
Sweden,2015,429.4
Sweden,2016,394.3
Sweden,2017,397.1
Sweden,2018,419.9
Sweden,2019,437.2
Sweden,2020,475.8
Sweden,2021,443.1
Sweden,2022,454.1
Sweden,2010,59.7
Sweden,2011,62.1
Sweden,2012,58
Sweden,2013,63.1
Sweden,2014,61.1
Sweden,2015,50.9
Sweden,2016,46
Sweden,2017,46.4
Sweden,2018,48.3
Sweden,2019,46.2
Sweden,2020,51.7
Sweden,2021,51.7
Sweden,2022,44.9
Sweden,2010,47.6
Sweden,2011,45.6
Sweden,2012,45.4
Sweden,2013,47.8
Sweden,2014,48
Sweden,2015,48.5
Sweden,2016,44.7
Sweden,2017,44.9
Sweden,2018,47.4
Sweden,2019,50.2
Sweden,2020,54.9
Sweden,2021,50.8
Sweden,2022,52.4
Sweden,2010,6.4
Sweden,2011,6.6
Sweden,2012,6.1
Sweden,2013,6.6
Sweden,2014,6.3
Sweden,2015,5.2
Sweden,2016,4.6
Sweden,2017,4.6
Sweden,2018,4.7
Sweden,2019,4.5
Sweden,2020,5
Sweden,2021,5
Sweden,2022,4.3
Sweden,2010,5.1
Sweden,2011,4.8
Sweden,2012,4.8
Sweden,2013,5
Sweden,2014,5
Sweden,2015,4.9
Sweden,2016,4.5
Sweden,2017,4.5
Sweden,2018,4.7
Sweden,2019,4.9
Sweden,2020,5.3
Sweden,2021,4.9
Sweden,2022,5
Sweden,2010,1.2
Sweden,2011,1.1
Sweden,2012,1.1
Sweden,2013,1.1
Sweden,2014,1.1
Sweden,2015,1.1
Sweden,2016,0.9
Sweden,2017,0.9
Sweden,2018,0.9
Sweden,2019,0.9
Sweden,2020,0.9
Sweden,2021,0.8
Sweden,2022,0.8
Türkiye,2010,161.2
Türkiye,2011,167.3
Türkiye,2012,176.3
Türkiye,2013,196.2
Türkiye,2014,223.4
Türkiye,2015,246.6
Türkiye,2016,293.8
Türkiye,2017,347
Türkiye,2018,409.6
Türkiye,2019,545
Türkiye,2020,682.5
Türkiye,2021,827.6
Türkiye,2010,107.3
Türkiye,2011,99.9
Türkiye,2012,98.2
Türkiye,2013,103
Türkiye,2014,102.1
Türkiye,2015,90.6
Türkiye,2016,97.3
Türkiye,2017,95.1
Türkiye,2018,84.8
Türkiye,2019,96.1
Türkiye,2020,97.4
Türkiye,2021,93.5
Türkiye,2010,175.2
Türkiye,2011,173.2
Türkiye,2012,172.9
Türkiye,2013,183.3
Türkiye,2014,202.3
Türkiye,2015,212.1
Türkiye,2016,236.7
Türkiye,2017,250.7
Türkiye,2018,250.9
Türkiye,2019,292.4
Türkiye,2020,315.4
Türkiye,2021,294.7
Türkiye,2010,1.5
Türkiye,2011,1.3
Türkiye,2012,1.3
Türkiye,2013,1.4
Türkiye,2014,1.3
Türkiye,2015,1.2
Türkiye,2016,1.2
Türkiye,2017,1.2
Türkiye,2018,1
Türkiye,2019,1.2
Türkiye,2020,1.2
Türkiye,2021,1.1
Türkiye,2010,2.4
Türkiye,2011,2.3
Türkiye,2012,2.3
Türkiye,2013,2.4
Türkiye,2014,2.6
Türkiye,2015,2.7
Türkiye,2016,3
Türkiye,2017,3.1
Türkiye,2018,3.1
Türkiye,2019,3.5
Türkiye,2020,3.8
Türkiye,2021,3.5
Türkiye,2010,1
Türkiye,2011,1.2
Türkiye,2012,1.3
Türkiye,2013,1.4
Türkiye,2014,1.4
Türkiye,2015,1.3
Türkiye,2016,1.3
Türkiye,2017,1.4
Türkiye,2018,1.3
Türkiye,2019,1.3
Türkiye,2020,1.4
Türkiye,2021,1.3
Chile,2010,8640.2
Chile,2011,10586.3
Chile,2012,11971.2
Chile,2013,12752.7
Chile,2014,15358.9
Chile,2015,16311
Chile,2016,19105.1
Chile,2017,18779.6
Chile,2018,18941.2
Chile,2019,21320.2
Chile,2020,25554
Chile,2021,22481.8
Chile,2022,25660.1
Chile,2010,16.9
Chile,2011,21.9
Chile,2012,24.6
Chile,2013,25.7
Chile,2014,26.9
Chile,2015,24.9
Chile,2016,28.2
Chile,2017,28.9
Chile,2018,29.5
Chile,2019,30.3
Chile,2020,32.2
Chile,2021,29.6
Chile,2022,29.4
Chile,2010,24
Chile,2011,30.4
Chile,2012,34.5
Chile,2013,36.5
Chile,2014,41.8
Chile,2015,41.7
Chile,2016,48.1
Chile,2017,47.2
Chile,2018,47.8
Chile,2019,53.1
Chile,2020,61.1
Chile,2021,51.7
Chile,2022,58.6
Chile,2010,1
Chile,2011,1.3
Chile,2012,1.4
Chile,2013,1.5
Chile,2014,1.5
Chile,2015,1.4
Chile,2016,1.6
Chile,2017,1.6
Chile,2018,1.6
Chile,2019,1.6
Chile,2020,1.7
Chile,2021,1.5
Chile,2022,1.5
Chile,2010,1.4
Chile,2011,1.8
Chile,2012,2
Chile,2013,2.1
Chile,2014,2.4
Chile,2015,2.3
Chile,2016,2.6
Chile,2017,2.6
Chile,2018,2.5
Chile,2019,2.8
Chile,2020,3.1
Chile,2021,2.6
Chile,2022,3
Chile,2010,1
Chile,2011,0.9
Chile,2012,1
Chile,2013,0.9
Chile,2014,1
Chile,2015,0.9
Chile,2016,0.9
Chile,2017,0.9
Chile,2018,0.8
Chile,2019,0.8
Chile,2020,1
Chile,2021,0.8
Chile,2022,0.9
Estonia,2010,5.5
Estonia,2011,4.8
Estonia,2012,5.3
Estonia,2013,5.3
Estonia,2014,5.5
Estonia,2015,5.6
Estonia,2016,5.4
Estonia,2017,5.5
Estonia,2018,5.5
Estonia,2019,5.5
Estonia,2020,5.8
Estonia,2021,5.9
Estonia,2022,6
Estonia,2010,7.2
Estonia,2011,6.6
Estonia,2012,6.8
Estonia,2013,7.1
Estonia,2014,7.4
Estonia,2015,6.2
Estonia,2016,6
Estonia,2017,6.2
Estonia,2018,6.5
Estonia,2019,6.2
Estonia,2020,6.6
Estonia,2021,6.9
Estonia,2022,6.3
Estonia,2010,10.7
Estonia,2011,9.3
Estonia,2012,10.2
Estonia,2013,10.2
Estonia,2014,10.5
Estonia,2015,10.4
Estonia,2016,10.3
Estonia,2017,10.2
Estonia,2018,10.3
Estonia,2019,10.3
Estonia,2020,11.1
Estonia,2021,10.8
Estonia,2022,10.6
Estonia,2010,5.4
Estonia,2011,5
Estonia,2012,5.2
Estonia,2013,5.4
Estonia,2014,5.6
Estonia,2015,4.7
Estonia,2016,4.6
Estonia,2017,4.7
Estonia,2018,4.9
Estonia,2019,4.7
Estonia,2020,5
Estonia,2021,5.2
Estonia,2022,4.8
Estonia,2010,8
Estonia,2011,7
Estonia,2012,7.7
Estonia,2013,7.7
Estonia,2014,8
Estonia,2015,7.9
Estonia,2016,7.8
Estonia,2017,7.7
Estonia,2018,7.8
Estonia,2019,7.8
Estonia,2020,8.3
Estonia,2021,8.1
Estonia,2022,7.9
Estonia,2010,2.8
Estonia,2011,2.3
Estonia,2012,2.4
Estonia,2013,2.3
Estonia,2014,2.2
Estonia,2015,2.1
Estonia,2016,1.9
Estonia,2017,1.8
Estonia,2018,1.7
Estonia,2019,1.6
Estonia,2020,1.6
Estonia,2021,1.4
Estonia,2022,1.4
Slovenia,2010,8.4
Slovenia,2011,7.8
Slovenia,2012,8.3
Slovenia,2013,8.7
Slovenia,2014,8.9
Slovenia,2015,9.5
Slovenia,2016,10.1
Slovenia,2017,10.2
Slovenia,2018,10.6
Slovenia,2019,10.8
Slovenia,2020,11.2
Slovenia,2021,11
Slovenia,2022,11.2
Slovenia,2010,11.1
Slovenia,2011,10.9
Slovenia,2012,10.7
Slovenia,2013,11.6
Slovenia,2014,11.9
Slovenia,2015,10.5
Slovenia,2016,11.1
Slovenia,2017,11.5
Slovenia,2018,12.5
Slovenia,2019,12.1
Slovenia,2020,12.7
Slovenia,2021,13
Slovenia,2022,11.8
Slovenia,2010,13.1
Slovenia,2011,12.6
Slovenia,2012,13.8
Slovenia,2013,14.7
Slovenia,2014,15.1
Slovenia,2015,15.9
Slovenia,2016,17.4
Slovenia,2017,17.9
Slovenia,2018,18.7
Slovenia,2019,19.6
Slovenia,2020,20.4
Slovenia,2021,19.5
Slovenia,2022,20.3
Slovenia,2010,5.4
Slovenia,2011,5.3
Slovenia,2012,5.2
Slovenia,2013,5.6
Slovenia,2014,5.8
Slovenia,2015,5.1
Slovenia,2016,5.4
Slovenia,2017,5.6
Slovenia,2018,6
Slovenia,2019,5.8
Slovenia,2020,6.1
Slovenia,2021,6.2
Slovenia,2022,5.6
Slovenia,2010,6.4
Slovenia,2011,6.1
Slovenia,2012,6.7
Slovenia,2013,7.2
Slovenia,2014,7.3
Slovenia,2015,7.7
Slovenia,2016,8.4
Slovenia,2017,8.7
Slovenia,2018,9
Slovenia,2019,9.4
Slovenia,2020,9.7
Slovenia,2021,9.3
Slovenia,2022,9.6
Slovenia,2010,1.8
Slovenia,2011,1.7
Slovenia,2012,1.8
Slovenia,2013,1.9
Slovenia,2014,2.1
Slovenia,2015,2.1
Slovenia,2016,2.2
Slovenia,2017,2.1
Slovenia,2018,2.1
Slovenia,2019,2
Slovenia,2020,2
Slovenia,2021,1.8
Slovenia,2022,1.6
Australia,2010,159
Australia,2011,142
Australia,2012,118
Australia,2013,131
Australia,2014,119
Australia,2015,124
Australia,2016,133
Australia,2017,130
Australia,2018,132
Australia,2019,134
Australia,2020,142
Australia,2021,148
Australia,2010,145.9
Australia,2011,146.5
Australia,2012,122.2
Australia,2013,126.5
Australia,2014,107.3
Australia,2015,93.2
Australia,2016,98.9
Australia,2017,99.6
Australia,2018,98.6
Australia,2019,93.2
Australia,2020,97.7
Australia,2021,111.2
Australia,2010,105.7
Australia,2011,94
Australia,2012,76.6
Australia,2013,90.5
Australia,2014,81.9
Australia,2015,84.1
Australia,2016,91.7
Australia,2017,88
Australia,2018,89.8
Australia,2019,90.5
Australia,2020,97.7
Australia,2021,102.2
Australia,2010,6.6
Australia,2011,6.6
Australia,2012,5.4
Australia,2013,5.5
Australia,2014,4.6
Australia,2015,3.9
Australia,2016,4.1
Australia,2017,4.1
Australia,2018,4
Australia,2019,3.7
Australia,2020,3.8
Australia,2021,4.3
Australia,2010,4.8
Australia,2011,4.2
Australia,2012,3.4
Australia,2013,3.9
Australia,2014,3.5
Australia,2015,3.5
Australia,2016,3.8
Australia,2017,3.6
Australia,2018,3.6
Australia,2019,3.6
Australia,2020,3.8
Australia,2021,4
Australia,2010,1.6
Australia,2011,1.4
Australia,2012,1.1
Australia,2013,1.1
Australia,2014,1
Australia,2015,1
Australia,2016,0.9
Australia,2017,0.9
Australia,2018,0.9
Australia,2019,0.9
Australia,2020,0.9
Australia,2021,0.8
Austria,2010,34.5
Austria,2011,30.5
Austria,2012,29.5
Austria,2013,28.4
Austria,2014,27.6
Austria,2015,20.6
Austria,2016,10.9
Austria,2017,10.1
Austria,2018,9.7
Austria,2019,9.4
Austria,2020,8.9
Austria,2021,8.7
Austria,2010,45.7
Austria,2011,42.5
Austria,2012,37.8
Austria,2013,37.8
Austria,2014,36.7
Austria,2015,22.9
Austria,2016,12
Austria,2017,11.4
Austria,2018,11.5
Austria,2019,10.6
Austria,2020,10.1
Austria,2021,10.3
Austria,2010,40.9
Austria,2011,36.7
Austria,2012,36.2
Austria,2013,35.7
Austria,2014,34.5
Austria,2015,25.8
Austria,2016,14
Austria,2017,13
Austria,2018,12.7
Austria,2019,12.6
Austria,2020,11.9
Austria,2021,11.6
Austria,2010,5.5
Austria,2011,5.1
Austria,2012,4.5
Austria,2013,4.5
Austria,2014,4.3
Austria,2015,2.6
Austria,2016,1.4
Austria,2017,1.3
Austria,2018,1.3
Austria,2019,1.2
